Description$Keywords
five$five
rosalie atletic generous gentl strong funny smart pretty encouraging honest loyal energetic$rosalie, gentl, atletic, loyal, energetic
submitted kendria best youngest rapper music better anyone song one solar eclipse amazing cutis youngest rapper ever name nba young boy music got threw rough time u listen music$music, rapper, youngest, kendria, eclipse
submitted khyler one really inspires always want good school inspires good$inspires, khyler, good, want, really
submitted kimberly morlen yes know would obvious choice many pick spouse reason husband one four year ago husband diagnosed cancer diagnosis came two week wedding day know scared anyone would handled everything like true hero went see doctor thinking going schedule date surgery instead told u husband loose significant amount weight surgery worked hard year lose weight continually saying fighting hard refused die yet operation went well fine went journey healthy lifestyle change together began notice ingredient label product used everyday home body searched better option became clear many began make intended u somehow turned skincare business gone beyond would expected husband believed passion change industry belief product encourages everyday seen fail seen small success along way matter never stopped supporting effort offering encouraging word keep going one succeed continue educate give back cancer research believing someone showing loving support change world$husband, weight, change, product, surgery
submitted kimson johnston nancy front line wellness ambassador bright spot since first day u continues wealth knowledge compassionate presence enter wellness center picture nancy newberry therapy dog accompanied front line many post critical incident newberry also accompanies cheer child ill local hospital elderly person need encouragement cheer shining example take offer others joy bit hope time life brought vulnerability tragedy quite inspiration many make difference life awesome team$newberry, wellness, nancy, cheer, line
submitted kitty isaac dog wolfie want best make sure cared loved kept active happy hero$wolfie, kitty, isaac, active, hero
submitted kris hummel ellen degeneras inspires every day may finance de like find way taking care kitten food shelter cold winter took one situation ide rather go without family make sure buy food know best decision instead shelter likely euthanized also thank god guidance$shelter, kris, ide, hummel, euthanized
submitted kristen nozaki last year continuing run group employee service colleague train upcoming race found increasingly difficult keep group pregnancy progressing little embarrassed ken johnson jaime sanchez always run little bit slower make sure never safety morale reason two would even take break walk whenever catch breath make sure never left behind never mentioned slow running staying behind benefit made seem like business usual every time would go running even though small thing made feel supported person mother even husband felt comfortable running work knowing two colleague always side$running, colleague, run, never, group
submitted kya one granda tommy best man ever know kindest generous loving man ever know brought five kid barely two coin rub together always put first first word actually granda life dad never always grandas filled role dad older brother even couple hour school dinner always grandas stayed nearly weekend life without fail used make best food even simple roast dinner loaf bread always tasted best every time someone needed money anything matter much granda would try give every penny someone needed somewhere stay granda would always help granda home year granda dad granda best friend would done anything anybody matter hard would tried best thank enough much done year day ago granda taking world made better hope knew much appreciated sibling everyone else also hope know much everyone love granda one$granda, grandas, best, always, much
submitted kyra garling one best friend cheney mast one always going hard time make feel valid know really bad depression always need one person make know always someone care chose never abandoned needed never fall take mind making sad know one person always count always go need someone talk need laugh$always, need, know, mast, kyra
submitted lana mr georganas put motivational video make think twice choice life inspiring$lana, georganas, motivational, twice, inspiring
submitted lane davis bobby neighborhood welcome wagon never without smile spending time volunteering crisis control school took meal prepared family need age three went fallout shelter give food man become recluse stood time woman south meant conform yelling raised fist simply folding napkin neatly placing back table diner standing walking hand hand refused serve another skin color raised never let moment pas put smile someone life contagious$raised, hand, recluse, neatly, fallout
submitted laura brown met girl year younger community college year ago name tameka brown became friend worked often project class together several month made aware heart transplant always told afraid time go going go thing nature past year heart failed spent day waiting uva heart one became discouraged angry afraid sort emotion told often cry said cry going either said time get doubt get heart day christmas actually came home new year day great hero way life appreciates life$heart, afraid, brown, year, often
submitted laura habighorst melanie simpson one encouraged throughout nursing career better nurse try balance work life always strive right need help flounder help pick melanie mentor friend colleague nursing career would without thanks melanie friend$melanie, nursing, career, simpson, habighorst
submitted laura stadtfeld meet daughter kyrie always one supported encouraged always regardless marine always inspiration best$stadtfeld, kyrie, always, laura, regardless
submitted lauren alfaro one one lisa cassilli met lisa high school student assistance counselor early formed bond unlike anything ever really experienced point shown life countless way countless time helping find strength know courage go think could loved unconditionally time feel like worthy love forgave mistake always point best look beyond flaw belief make feel like anything enough word enough time truly help understand much mean would like think special truth matter make many others feel way full time sac counselor give light kid darkest moment fight everyday help young people find hope mother three wonderful wife caring daughter twenty year friendship later still awe everyday thank many love much$lisa, counselor, countless, feel, point
submitted lauren brother tom born cerebral palsy always work time harder anyone else get task always needed accept support others care look need ever complained eight year ago massive operation twisted spine pelvis stuck nearly full body cast nine month bend middle never complained five year ago became extremely ill nearly died brain infection took away much spent year working speech mobility even swallowing mostly gone receives much nutrition tube stomach battle continues fight dignity smile unbelievably strong caring happy wonderful despite inspirational sense someone endure still keep smiling need take lesson book college council committee help others get voice heard$complained, nearly, year, ago, tube
submitted lauren wallingford one jessica starr enough word describe grateful jess life truly definition toughchick presence light room smile infectious absolutely role model well many people know always think would jessica whenever tough situation also outgoing willing get involved community thanks jess inspires constantly lucky life rakweek$jess, jessica, wallingford, toughchick, infectious
submitted laurie mcintosh although never met miss brandi miller person could profound effect life tried first grade teacher caldwell elementary florida met twitter decided skype call class teach kindergarten friendship blossomed looked back brandi inspires every single day way life life model kindness student fellow teacher belief kindness lifestyle inspires kindness initiative give courage confidence spread kindness every way random kindness box sends class random act kindness display school kindness hero way encourages u grateful part life$kindness, brandi, life, way, met
submitted leah mckay someone asks look say anyone look anyone ask enjoyable person life respond sister sister entire life always support everything everything together mean everything good bad argue get wrong perfect course one close talk anything every day go along love playing game$everything, anyone, look, mckay, leah
submitted leo spafford dr martin luther king jr showed fighting back people attack people say bad stuff hit back say bad thing back trying give black people freedom$back, spafford, luther, bad, martin
submitted linamar negron jenitza laguna sister even begin truly blessed someone special sister walked along way good time also bad time recently husband lost job pray also help finance could done without every step way still far okay financially know without side thing going get better pray god said blessed u god would pour blessing family well$pray, blessed, god, without, negron
submitted linda bryant person proud nominate friend assistant teacher lynne rentschler lynne epitome kindness see good everyone always putting others ahead well known neighborhood go person whenever somebody need help although senior mowing grass elderly neighbor summer shoveling snow winter taken upon care one neighbor world war veteran living alone take meal always take favorite restaurant whenever asks also huge advocate animal often rescue neighborhood stray donates time money many different cause lynne kindness extends far beyond neighborhood assistant teacher lynne helped many child helped le fortunate family donation food clothing listening counseling also teach kid important lesson showing respect kindness towards others made big difference classroom lynne full life wisdom proof age number sincerely linda bryant teacher director bciu hamburg school age learning center$lynne, neighborhood, linda, bryant, assistant
submitted lisa cervantez son old soul wise beyond year deep sense faith compassion level empathy around genuine perfect understands right wrong take accountability error give tremendous amount hope grateful son$son, cervantez, accountability, error, tremendous
submitted lizzy mood grandma always inspiration ever since little girl taught countless life lesson use every day caring gentle everyone meet make better human learning following suit lived life appreciate everything ever done everything ever done people life$ever, life, done, lizzy, everything
submitted lorilyn quijada one best friend always making think positively make good choice change mood also great listener course forget smart hard worker$quijada, lorilyn, listener, positively, smart
submitted lorrie kantor grandson malik miller year old respect mostly help make sure grandfather get stair ok always hold door everyone shake hand anyone meet tell much love old soul look color age religion respect kindness everyone$respect, malik, lorrie, kantor, everyone
submitted luis daniel sanchez love dad help get better push limit get better school sport$sanchez, luis, limit, daniel, better
submitted luis daniel sanchez mom tell push everything get better made better human helping homework focus school instead stuff like playing video game also help become better person always tell nice people learned lesson help people nice$better, tell, sanchez, nice, luis
submitted luis tovar really good friend time understand book reading help read word correctly make lot kid laugh make funny stuff joke also like help people lot$tovar, luis, correctly, lot, joke
submitted luke cozzi time get permission picture youtube channel probably tell picture cousin evan pretty much best bud talk facetime long allowed play video game like always turn feeling play video game talk feel better awesome person like thank time thanks$video, picture, game, play, talk
submitted lydia hill tony deaton inspiration adult life part voice studio taught passionate music teaching became music teacher inspiration gave aspire teacher caliber$music, inspiration, tony, lydia, deaton
submitted mahnoor khan allama iqbal inspirational leader quote poem motivated stay positive$mahnoor, khan, iqbal, allama, poem
submitted makena want thank friend always bad place$makena, bad, place, thank, want
submitted malika le moteux hi would like talk two magnific lady margiana fernanda friendly mum sheraton paris airport every day give u uniform big hug big smile many thanks like girl$big, sheraton, paris, moteux, margiana
submitted marcella montgomery one mom denise montgomery year old best person life principal north carolina occupies time never feel forgotten lot especially past year one day mom felt really bad call ambulance got worse year went started able eat losing weight losing strength physically mentally worst made number one one many reason mine happened major surgery stay home six week still school needed wish could done one point king world feel thing bad long together next falling stop began happen scared mom hurting nothing could hospital three time pain could think best thing mom never forgets always number one even best know mom better anyone always rock trust school secret friendship problem listens kept falling mom one pushed scared get stage sing first time one tell get back pushed social injustice help learn seemed one else could teach know one day thing better long mom one one person need anything deserves everything give hope give slight piece mom one thing change mom stay continue try strong thank$mom, one, montgomery, falling, losing
submitted marissa welch one bri always show amazing love always tell everyone know know amazing show strong lift people feel wort inspires much$amazing, show, wort, marissa, welch
submitted mark girton story simply every time ever talked larry vallon could write book know alone keep simple would without larry love mentor friend professional legend blessed able work$larry, vallon, legend, girton, mentor
submitted marko ray begay hugo viana healer wizard body mechanic muay thai mentor jui jitsjiu jitsu mentor good man wise noble soul$mentor, wizard, viana, thai, muay
submitted mason week every week mom helpful also great mom always make lunch grateful also help something like finding toy homework buy stuff like video game drive school also let go friend house$also, week, mason, finding, helpful
submitted matthew staubitz life lot role model life prompt talking grandma grandma go beyond show love thank every day spoiled sister shown love heart show love u everyday since born thank sister showing kindness almost everyone meet thank$thank, grandma, love, show, staubitz
submitted maya mcgill one language art teacher going class favorite part day like la love class every morning walk room make brighter super one encouraged u capture kindness inspires many thing like reading poet taking photo much made st year middle school yes th grade comfortable best teacher ever honost th grade would really suck class thank much mr ridder kim ridder$ridder, class, th, grade, mcgill
submitted maylyn mom argue bicker end day taught everything need try everyday better always go goal need cry yell know connect everyone never met anyone small yet full hope determination still able help everyone else$maylyn, bicker, everyone, yell, determination
submitted megan name lavada known long remember thru everything shes rock$lavada, megan, shes, thru, known
submitted megan murphy one husband retired fully disabled marine suffering degenerative effect combat injury recently diagnosis gave way new onel early onset alzheimer disorder age struggling absorb new diagnosis given way present moment knowing always able renewed love talked young child helped household project surround even arm longer embrace continues give back veteran also struggling effect combat man show random kindness almost every day life even struggling much incredibly blessed call mine$struggling, combat, diagnosis, effect, onset
submitted meghan one year old daughter kira tempting allow give old habit saying tired coming excuse something whenever look daughter face reminded easy choice always best choice kindness taking extra step smile hold door stranger say hello always best choice$choice, daughter, tempting, meghan, kira
submitted melanie shank vicky conner mom helped family many family foid clothes money buy anyone need without always big heart helped many people shes fixed budget still provifes fir people selfless caring person know$vicky, shank, provifes, foid, fir
submitted melina eloisa one one neighbor always family hard time always help u name ray$melina, eloisa, ray, always, neighbor
submitted melissa benson daughter rowan performing random act kindness week school kindness fairy$rowan, benson, melissa, fairy, performing
submitted melissa mazzur daughter inspiring overcome childhood epilepsy bullying disease made turn blue time graduating year athletic academic scholarship studying become lawyer never let disability keep$mazzur, epilepsy, scholarship, lawyer, melissa
submitted merle welch husband one always encourages inspires better every day together faced magnitude challenge conquered one supporting encouraging love brought u together search common good appreciation gratitude keep u going strong created loving atmosphere amazing support system u grow inspire$merle, magnitude, conquered, atmosphere, together
submitted mia mr georganas inspires something hard say bringiton$bringiton, mia, georganas, mr, inspires
submitted michael sullivan le two week wedding dad hospital emergency heart surgery obviously traumatic experience longest day life thankfully everything went well surgery success still wedding plan fianc e made thrown course planned married red river gorge kentucky idea take small hike picturesque location ceremony would held unfortunately longer going possible dad recovering travel car back forth doctor office let alone take small hike wedding found back square one trying plan wedding le two week intended date want move date wife family made arrangement already sure everyone would able together time ultimately decided get married parent house dad would able comfortable still finding officiant last minute seemed problematic stepped wonderful coworker melanie sims knew stress took upon offer service marry u married another couple previously knew legally able perform marriage met u beforehand helped plan ceremony ceremony beautiful melanie amazing job even helped u provide great surprise family announced sex baby end celtic handfasting ceremony baby girl melanie always going way small thing brighten people day frequently brings goody work coworkers organizes flower hospital always give everyone card holiday even pretty good last minute wedding officiant ever need one$wedding, ceremony, melanie, married, officiant
submitted michelle hill elizabeth bos turned friend turned true soul sister whenever tough time definitely one turn advice even though life honolulu live cleveland energy motivates inspires release negativity$turned, honolulu, cleveland, michelle, release
submitted michelle zupan inspiration aunt peggy passed away last fall incredible gift life elementary school librarian mentored countless child came difficult circumstance including word hug hershey kiss lived motto kill u make u stronger sweat small stuff today try replicate effort mentoring child encouragement opportunity hershey kiss faced child angry acting always think would peggy said would instinct kid always spot hope honor legacy even th effective life$hershey, peggy, kiss, child, zupan
submitted mike nelson pedde best friend wife life one true love one week known year marcia person taught love$pedde, nelson, marcia, mike, love
submitted mistee hurley hi would like tell one jaymie lute known jaymie almost year thoughtful generous person ever met simply radiates positivity always others never asking anything return son hunter autistic many time feel judged uncomfortable public place due hunter special view life people always special need jaymie however one person year knowing never made feel like needed guard come hunter first offer go zoo pumpkin patch u understands hunter may able tolerate outing short time always supportive surroundings become overwhelming never judgmental speaks unkind word truly thankful life encourages daily make want better mom friend$hunter, jaymie, never, special, tolerate
submitted mona think question week life many people came ment lot believe always sort angel surrounding need wanted honour personal one definetetly husband easily said married love course really mean one special person meet lifetime always people around u naturally without wanting anything return care really made become person always wanted know could ever thank$mona, ment, honour, definetetly, always
submitted morgan one best friend sydney one put smile face everyday make sure best possibly strong shes inspires strong matter shes going always pull$shes, strong, morgan, sydney, possibly
submitted nanci taylor rak feb extremely broke right returning used good could buy needed food item jack pay come way grocery store homeless woman sitting sign asking handout looked cold summer nice day dirty miserable came said handed banana money hope banana help pure look joy smile made day may broke roof head clothes closet food kitchen going hungry cold homeless much grateful remember smile rest life p every winter take train melbourn e cbd give homeless extra coat jumper blanket anything else longer need help make cold day night also include soap shampoo collected hotel$cold, banana, homeless, broke, nanci
submitted natalie hoskins mom one mom kindest person know truly angel earth kindness diane one mom always taught u think others everyone showed u importance treating others way want treated role model always never gossiped said anything bad anyone encouraging would whatever could help others need mom special person rare find people truly every way time think reminded thing others always learned kindness watching mom life lesson taught continues teach mom definitely one inspires hope become inspire others well$mom, others, truly, taught, hoskins
submitted natalie matsumoto tend work lunch bad habit office busy week forget bring lunch end eating cheetos vending machine another bad habit particular day last month looked desk find pm still made time eat lunch office buddy richard gutierrez noticed running low fume knew lunch happened lunch packed day eat proactively offered homemade woo vending machine starbucks grab n go food enough food snack afternoon bring home dinner long day truly brought smile knowing co worker genuinely cared well generous enough give lunch could saved next day small act really make big difference reminder lucky work alongside people consider co worker friend share story got nothing return still decided something$lunch, vending, habit, machine, co
submitted nataneli jenni e mi mejor amiga de todo el mundo de la historia ella fue la que inspiro si siento triste dice que que importa lo que la gente diga lo que la gente haga ella e muy amable con la gente$que, la, gente, ella, lo
submitted natanelli chispa one always loved much one day mexico died family went mexico still cry dog din know sleeping going baby pm baby starded come baby baby last min starded cry dog inspired sad someone die$baby, starded, mexico, cry, dog
submitted natasha merrick mom mom strong sense right wrong importance one step growing always appreciated would stop car driving school break fight student engaging conversation anyone anywhere much embarrassment later life came realize importance kindness taking action waiting someone else step thankful example mom provided$importance, step, mom, merrick, natasha
submitted nathan name john olson u marine lived year old saved life died year born really big intimated military motivates help others even though never met feel like known hole life$olson, intimated, nathan, military, john
submitted nathan rasmussen daughter everything born married everything everyday help create father need want able lead example hard question come older$rasmussen, everything, nathan, married, lead
submitted nav mohan mum best friend problem solver kindess soul always think others first heart gold extremely generous understanding unconditionally love u strong resilient nothing ever fazed life continues belief right thing love mummy xx$solver, nav, mummy, mohan, fazed
submitted neil b admire ha close friend since preschool one funniest people know great friend enjoy hobby talking playing basketball hanging inspired people like always glad great friend$neil, great, hobby, funniest, friend
submitted nevaeh cooper mom one always role model ever since month february started put heart word meant lot like smart valentine day always encouraging follow dream try best achieve anything look look like daisy sun always tell truth one beautiful thing ever seen always willing help anything love ever met think think thing$ever, always, look, nevaeh, cooper
submitted nicholas one kamden brown inspired much tell right wrong nice everyone$kamden, nicholas, brown, wrong, inspired
submitted nicholas patterson rodney wagner maintenance director sprint center told congratulation k state basketball victory ku fan know hard$victory, rodney, ku, congratulation, wagner
submitted nicholas patterson ordinary day heaven day held special meaning heart sherry jackson sprint center executive office manager january th national peanut butter day day sherry tasked standard photo shoot newest employee photo would used staff directory photoshoot anything elaborate standard three point lighting white backdrop one quick click button took complete task lunch returned photo shoot room find dozen reese peanut butter cup scattered across table name nick written wrapper honor national peanut butter day miss sherry jackson taken time buy label reese thanks task simple easy miss jackson continuously go way spread cheer fun contagious smile throughout building$sherry, peanut, jackson, butter, photo
submitted nick savage grandma sharon went beyond around always volunteered school made around feel special sending card baking cake helping miss much always remember special made feel$special, savage, sharon, baking, around
submitted nicolas one brother care everyone quit something would inspire give quickly support$nicolas, quit, quickly, inspire, support
submitted nicole harris friend year counting major life event happy sad sounding board always reminds every experience provides u lesson focus lesson help u grow$lesson, sounding, nicole, harris, counting
submitted olivia best friend abby swim team comforted really upset missing cut time four tenth second$tenth, olivia, abby, swim, comforted
submitted olivia friend joy get mad someone always encouraging go make$olivia, encouraging, mad, joy, someone
submitted oscar morazan one chosen friend reese friend sense pre k funny awesome always friend moved school mean friend$friend, oscar, morazan, reese, pre
submitted owen k person inspires dad name erik kreutner principal mason preparatory school inspires setting good example teaching judge stereotype people among many thing one important lesson taught treat others would like treated important hope treat people way every day$treat, important, inspires, preparatory, kreutner
submitted owen w shaw person thoughtful caring person ever seen help work teach sort thing care something bad happens person m willis kindest heart ever see$person, shaw, owen, ever, willis
submitted parker rowley biggest supporter inspiration ap psychology teacher teacher friend someone could go anything could talk something connect important part year year always thankful supportive even toughest time$rowley, parker, ap, teacher, toughest
submitted patricia holden following miscarriage heartbroken loss first child sang sweet adeline chorus new jersey fellow member jeanne froelich wrote empathetic note stating even though five baby miscarriage suffered caused great deal pain noting equal whether first pregnancy last day still hold letter close heart understanding kindness time others loss word inspired rest life$miscarriage, loss, stating, patricia, jeanne
submitted patrick b gym treadmill look onto street woman car side road flat running mile nobody bothered check monica got treadmill asked could help told tow truck coming thank told wanted give hug said could use one great hug told monica day get better tow truck came shortly talk karma treadmill week later phone fell ground guy behind got bike give back$treadmill, monica, tow, truck, told
submitted patty krushnowski neighbor older used shovel snow cut grass also would bring goody stuff passed away got knock door brother said sister want house appreciated$patty, krushnowski, shovel, knock, goody
submitted paul torgerson kaycie amazing beautiful woman know selfless work paramedic treat everyone respect dignity uplift im belief make laugh smile world better place$torgerson, paramedic, kaycie, uplift, paul
submitted paula clay mom given much others whether teacher coworker counselor parent still$paula, clay, counselor, coworker, whether
submitted paula milner child$milner, paula, child, submitted
submitted princess admire mom outgoing person hard working mom show never give even thing get hard going way mom never say anything everything friend family member mom caring always make sure everyone taken care always one vent help way mom amazing person mother$mom, hard, princess, vent, never
submitted priscilla sandoval mother mary emma kindest person know mother taught well golden rule come first unto others would like others taught well kindness start$taught, sandoval, priscilla, mother, unto
submitted qijie yan jerry purpose meeting special party let u feel especially warm strange place$yan, qijie, jerry, strange, meeting
submitted qijie yan jerry first good friend ever met america went school together played together school every day helped lot language learning last time group photo gate primary school back miss$school, together, yan, qijie, jerry
submitted qijie yan jerry worker help home network order help u get internet soon possible worked hard long time special thanks hard work$hard, yan, qijie, network, jerry
submitted rachel friend ariel best alway always pick swecherts fell bad scared say something scared tell someone tell keep secret thankful$scared, swecherts, rachel, alway, ariel
submitted raegan look many people world main one would counselor seeing year helped tremendously whenever go vent always listens carefully give advice always family admire work even though job help people make feel special alone nice look people heart$look, raegan, tremendously, people, vent
submitted rebecca flynn jennifer one friend year inspires better love child like brings dinner watch child bind come visit know need hug anything picture mine jennifer year old daughter mybestie herbestie$jennifer, mybestie, herbestie, flynn, bind
submitted rebecca mink precious daughter inspires kinder gentler person hope pas kindness$mink, gentler, rebecca, precious, kinder
submitted renee theisen parent one inspire every day best love others little fun happy$theisen, renee, inspire, fun, parent
submitted rhonda mccallum one dj met year ago inspires dedication fitness trainer even though train always make time answer question even busy also run business sell fitness equipment take university class evening day start go well te evening always never bad mood inspires much let thing limit$fitness, evening, inspires, mccallum, equipment
submitted rhonda will dunn dad leonard will home hospice care last week life received many card lot visitor thanked kindness acceptance overheard one say tear voice always always spoke saw tell much always meant shortly died dad told think bad person steal lie know good person made difference people life dad natural kindness acceptance others without expecting anything return life guide$acceptance, dad, life, steal, leonard
submitted rina consuegra work community prep school prov ri year ago started group called makekindnessthenorm friday made almost pb j sandwishes give homeless waiting line bed$sandwishes, rina, ri, prov, prep
submitted robert barrineau dad inspired shown never anything half way try half hard$half, barrineau, robert, shown, inspired
submitted robert mallard mr horne caring encouraging person treat everyone always smile happy attitude$mallard, horne, robert, attitude, encouraging
submitted robert olivares really continuing r k story co worker jorge really always since beginning first started working la live essentially taken wing teaching guiding daily basis different project work daily weekly make every effort go way assist check overall make every work day even enjoyable fun type kindness leadership eye make every day work great$work, daily, every, olivares, jorge
submitted roberto one sister alondra inspires helping others even tired show always work hard never give showed read reach goal always say best part working hard accomplishment always say somebody feeling bad done something embarrassed try friend also always know help feel better best sister anybody could ask chose picture puppy know much sister love much$sister, always, hard, alondra, roberto
submitted roberto rodriguez one best friend javier showed confidence showed care people think let word take control always make laugh whenever going rough time feeling well friend always supporting feel like falling apart best friend anybody could ask$showed, rodriguez, javier, friend, roberto
submitted ron anderson christmas week earl kiper maintenance engineering manager kfc yum center showed undeniable kindness engineering team earl enough give six team member christmas card fifty dollar bill inside christmas week following year earl gave engineering team christmas card twenty dollar bill inside personally think anyone appreciate money christmas working family aeg earl kiper kindness inspired u$earl, christmas, engineering, kiper, team
submitted rosalina valenzuela one turned life upside day found existed sure every parent feel way share anyway little girl someone dreamed since make feel like found purpose life nothing want excel love raise best sassy funny loving talkative sings dance think could disney princess movie like moana born lead energy contagious spend time away better worth like miss though enjoy surprise store around adult life love much want role model make want accept bare anything le love ariel one$want, love, life, like, valenzuela
submitted ryan sadowsky jessica starr go beyond meaning one person inspires many heart dedication spreading love dancing others young year old dancer learned much dedication kindness jessica inspired start campaign collecting shoe homeless jessica selfless act make world better place lucky apart$jessica, dedication, sadowsky, ryan, starr
submitted ryleigh willenbrock hailey shoenebeck one nicest people know every situation even get nothing return$willenbrock, shoenebeck, ryleigh, hailey, nicest
submitted sam laro known cc year even met face face even though cc actually voice enough make bond stronger superman became friend social medium started call every night constantly talking talking going life going rough patch would help could always relate help fully involved life$cc, talking, face, laro, superman
submitted sam dad inspires hockey making work yelling lot$yelling, hockey, sam, making, inspires
submitted samantha longdin several one undergoing cancer treatment sister came stayed surgery took care kid organized fundraiser many friend contributed several neighbor organized carpool drive kid afterschool activites one brought famiky dinner every time treatment godsend$treatment, organized, several, samantha, longdin
submitted sandra lucero christmas year back son daughter law experiencing quite hardship fellow employee aware two kindest woman office gave nintendo wii game console give grandson holiday gave daughter law surprise little one cried tear joy something never forget simple kindness made holiday season$law, holiday, daughter, wii, sandra
submitted sandy thank good time bad time thank staying true matter situation thank going way especially inconvenient$thank, sandy, inconvenient, staying, especially
submitted sara schroeder michelle tubilla left person truly inspired better human school counselor used work together highschool sweet peaceful person ever met always see glass half full motivates kid adult inspiring word still make time three child single mom always give others benefit doubt even people make mistake strives teach learn mistake instead ridiculing everyday positive even day rough look silver lining every person also community world truly cannot say much inspires better person think positive loving character brings tear eye happy life co worker friend$mistake, person, truly, positive, tubilla
submitted sarah meske student rakactivist club selling valentine carnation desert kid get see real flower common question asked today real student always inspiring remind blessing small thing matter life$real, student, rakactivist, meske, carnation
submitted sariah mom super nice care always teach right thing always want clean nice beautiful$sariah, nice, super, always, teach
submitted sariah one dad best person talk always back sweet nice family important make happy everyday make laugh inspires best always smile also inspires happy$inspires, sariah, best, happy, always
submitted savanah mom$savanah, mom, submitted
submitted sedona rohde mom one person never stopped caring always pushed best one thing always say strong enough get hell get mom best friend ups down argument time ignored completely always love mom unconditionally one else seemed care held cry hard breathe defend bullied one nicely bully mom always biggest support motivator would anything always work hard want life strong woman sure trade world mom best love heart$mom, always, strong, best, hard
submitted serena genna parent one inspire always tell best matter whether dance cheer school anything encouraged never give even tough situation sad know cheer succeed tell work harder reach goal still proud matter appreciate much love would today best parent ever$cheer, matter, serena, genna, parent
submitted shai one none significant husband moving south africa new zealand without family task kes husband always reminded positive faith even darkest day pull u anything time day thought twice away family kes always remains constant never fails spirit focus frame mind reminds grateful life people meet everyday daily basis aspire caring genuine sooation reminder good people world start little bit positivity faith thank kes$kes, faith, husband, zealand, sooation
submitted shana riehl mom know make great teacher told one day word shaped future became teacher like everyday step classroom year later also inspires best mom boy see person inspires passing tradition thought story hopefully shape best rakweek capturekindness$inspires, shana, riehl, capturekindness, teacher
submitted shanna met brenda via internet year ago family health crisis hesitate travel nearly mile help cleaned cooked ran errand cared child supported difficult time life word express loving kindness demonstrated continues show one know moved help people matter going life$shanna, hesitate, demonstrated, brenda, errand
submitted shantea gentry mr zeb talley iii one amazing guy man many talent repertoire one stand desire develop train others greater journey life mr talley supervisor month limited amount time leadership nothing le magnificent instilled essential training needed perform role went beyond encouraged develop year plan achieve professional personal growth rare come across person honestly take time invest personal growth elevate mr talley find great joy developing others lead example provides emotional support needed consistent word never waver action amazing year plan wrote leadership year ago actually schedule completed action plan far although promoted another role moved career still mentor even today motivates encouragement help stay track overcome fear today honor great human great family man great spiritual leader$talley, mr, great, plan, leadership
submitted sharon lynn gill dean december aeg took management lacc working part time last year hoping get full time position aeg walking interview denise bell one event manager came lacc city crossed aeg walking way never walked meeting room long walk make matter worse one hallway nervous wreck saw denise took one look started praying told god would gift aeg born front desk nerve came heart stopped racing knocked interview park never lifetime forget day kindness showed showed denise bell forever friend$aeg, denise, lacc, bell, interview
submitted shasdity alejo jennifer emily always inspires problem l big problem like help solve problem also make feel happy l feeling sad angry sometimes always tell control emotion$problem, shasdity, alejo, emily, solve
submitted shaynee gordy year ago desert trip one staff member brought small pile paper chinese passport office said security guard found ground trash looked like important started going paper flight stub hong kong lax woman passport last day festival one staff member spent better part afternoon online trying find woman difficult document chinese called friend mine read chinese able get first name english eventually found facebook profile sent private message facebook hoped best bummed end show heard back also contacted lost found let know showed document monday show received random phone call early morning owner found passport calling desert hot spring go chinese consulate los angeles saw message gave address la quinta came picked passport burst tear kept hugging said would lost job stuck california grateful kindness felt bad lost important document glad get back also told trip surprise fianc proposed visit turn backpack back chair someone unzipped stole stuff simply random luck passport ended backstage near trashcan along help good friend able get document back could get home hong kong$passport, document, chinese, found, lost
submitted shyamaladeepika sharing story father whose kindness cannot forgotten basic start learning rainy day father driving car passing highway coming home work happened many year ago kid law strong would support people especially one meet accident happened father spotted man lying road hit vehicle blood oozing badly surrounded people one helped scared died case would shift onto father immediately got car took injured man government hospital admitted father came home shirt full blood stain mother asked hurt replied narrated happened car full stain anyone would get scared seeing thing said start thinking law stop helping never go ahead life helping humanity relationship one another lost day unless complaint registered even doctor would treatment government hospital allowed deal accident case one thing need understand people scared law scared go ahead help person need one learn teach value helping bond one another let u know human heart start story father mla vishnu kumar raju fight people helped helping$father, scared, law, helping, stain
submitted smileninjas act kindness honor kindest person know world make sense anymore kindness made talk made realise matter bad thing seem alone someone care enough listen make smile give hope thing get better hope act kindness make others feel like$smileninjas, make, hope, kindness, realise
submitted sofia amster one great grandmother age would constantly vomiting great grandfather great grandmother would pray every day get medicine eventually take anymore year old going april taken med since grandparent shown power prayer religion make want better person learn put others$great, grandmother, vomiting, amster, sofia
submitted sophia c admire school volleyball coach always believed volleyball season would encouraging tell way could improve great team player never give team caring heart always want help every time play volleyball think reminds stay positive help teammate lucky volleyball coach thankful everything taught$volleyball, coach, team, sophia, teammate
submitted stephanie barrio say anyone specific poet listen read make feel better self inspire one poet rupi kaur$poet, rupi, kaur, barrio, specific
submitted stephanie barrio say anyone specific poet listen read make feel better self inspire one poet rupi kaur$poet, rupi, kaur, barrio, specific
submitted stephanie schupbach rus friend become family member make mad listens cry always make laugh time time rus brother never knew needed$rus, schupbach, stephanie, listens, mad
submitted stephen cotton mom always brings im never give$cotton, stephen, im, brings, never
